delta,limit,batch_size,threads,cached,device_type,cpu,memory,consumption,timestamp,gpu,cumm_net_delay
1049,2000,50,1,False,PC,0,17,69,2024-03-22 08:30:01.799080,0,1060
1013,2000,50,1,False,PC,0,17,70,2024-03-22 08:30:02.814193,0,1024
1020,2000,50,1,False,PC,0,17,69,2024-03-22 08:30:03.836903,0,1031
1026,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:04.865602,0,1037
25,2000,50,5,True,PC,3,17,72,2024-03-22 08:30:04.893608,0,36
26,2000,50,5,True,PC,6,17,74,2024-03-22 08:30:04.921054,0,37
24,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:04.947484,0,35
24,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:04.973016,0,35
25,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:05.000396,0,36
25,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:05.026402,0,36
25,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:05.053195,0,36
25,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:05.080235,0,36
25,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:05.106597,0,36
1054,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:06.163488,0,1065
994,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:07.160259,0,1005
1062,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:08.225179,0,1073
1037,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:09.264658,0,1048
1029,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:10.295883,0,1040
1035,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:11.333226,0,1046
1068,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:12.403522,0,1079
1061,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:13.466657,0,1072
990,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:14.460407,0,1001
1069,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:15.532813,0,1080
1009,2000,50,10,True,PC,0,17,69,2024-03-22 08:30:16.544189,0,1020
27,2000,50,10,True,PC,0,17,69,2024-03-22 08:30:16.574724,0,38
27,2000,50,10,True,PC,6,17,74,2024-03-22 08:30:16.604731,0,38
26,2000,50,10,True,PC,0,17,69,2024-03-22 08:30:16.633738,0,37
28,2000,50,10,True,PC,3,17,72,2024-03-22 08:30:16.662769,0,39
27,2000,50,10,True,PC,6,17,74,2024-03-22 08:30:16.691276,0,38
28,2000,50,10,True,PC,0,17,69,2024-03-22 08:30:16.720283,0,39
28,2000,50,10,True,PC,0,17,69,2024-03-22 08:30:16.750371,0,39
27,2000,50,10,True,PC,4,17,73,2024-03-22 08:30:16.780043,0,38
27,2000,50,10,True,PC,3,17,72,2024-03-22 08:30:16.809337,0,38
1028,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:17.841423,0,1039
1022,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:18.865974,0,1033
1038,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:19.906529,0,1049
1024,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:20.933985,0,1035
1012,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:21.948419,0,1023
1017,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:22.968073,0,1028
1044,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:24.015809,0,1055
1011,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:25.029109,0,1022
1039,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:26.071302,0,1050
1013,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:27.086525,0,1024
1061,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.150475,0,1072
32,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.184575,0,43
29,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.215105,0,40
28,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.245131,0,39
30,2000,50,20,True,PC,6,17,74,2024-03-22 08:30:28.277135,0,41
29,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.307679,0,40
30,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.338686,0,41
29,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.369967,0,40
30,2000,50,20,True,PC,3,17,72,2024-03-22 08:30:28.402843,0,41
30,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.433968,0,41
1045,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:29.482680,0,1056
1116,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:30.602548,0,1127
1027,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:31.631883,0,1038
1079,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:32.714147,0,1090
1017,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:33.733931,0,1028
1054,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:34.790124,0,1065
1022,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:35.815299,0,1033
1146,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:36.964509,0,1157
1010,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:37.977702,0,1021
1010,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:38.990299,0,1021
