delta,fps,pixel,in_time
26,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
27,25,1080,True
26,25,1080,True
27,25,1080,True
28,25,1080,True
26,25,1080,True
26,25,1080,True
28,25,1080,True
26,25,1080,True
27,25,1080,True
26,25,1080,True
27,25,1080,True
30,25,1080,True
30,25,1080,True
27,25,1080,True
26,25,1080,True
26,25,1080,True
31,25,1080,True
26,25,1080,True
27,25,1080,True
26,25,1080,True
37,25,1080,True
26,25,1080,True
26,25,1080,True
27,25,1080,True
30,25,1080,True
26,25,1080,True
31,25,1080,True
31,25,1080,True
27,25,1080,True
26,25,1080,True
26,25,1080,True
31,25,1080,True
26,25,1080,True
27,25,1080,True
26,25,1080,True
28,25,1080,True
26,25,1080,True
27,25,1080,True
31,25,1080,True
26,25,1080,True
31,30,1080,True
25,30,1080,True
26,30,1080,True
25,30,1080,True
32,30,1080,True
26,30,1080,True
26,30,1080,True
28,30,1080,True
30,30,1080,True
26,30,1080,True
25,30,1080,True
26,30,1080,True
34,30,1080,False
26,30,1080,True
25,30,1080,True
26,30,1080,True
37,30,1080,False
25,30,1080,True
24,30,1080,True
25,30,1080,True
32,30,1080,True
25,30,1080,True
25,30,1080,True
25,30,1080,True
29,30,1080,True
25,30,1080,True
25,30,1080,True
25,30,1080,True
30,30,1080,True
25,30,1080,True
25,30,1080,True
25,30,1080,True
36,30,1080,False
25,30,1080,True
25,30,1080,True
25,30,1080,True
29,30,1080,True
28,30,1080,True
25,30,1080,True
25,30,1080,True
30,30,1080,True
25,30,1080,True
26,30,1080,True
26,30,1080,True
27,30,1080,True
27,30,1080,True
26,30,1080,True
26,30,1080,True
32,30,1080,True
26,30,1080,True
28,30,1080,True
25,30,1080,True
32,30,1080,True
25,30,1080,True
25,30,1080,True
26,30,1080,True
31,30,1080,True
27,30,1080,True
25,30,1080,True
26,30,1080,True
33,30,1080,True
25,30,1080,True
25,30,1080,True
26,30,1080,True
30,30,1080,True
27,30,1080,True
28,30,1080,True
26,30,1080,True
33,30,1080,True
27,30,1080,True
26,30,1080,True
25,30,1080,True
32,30,1080,True
26,30,1080,True
26,30,1080,True
26,30,1080,True
31,30,1080,True
26,30,1080,True
26,30,1080,True
26,30,1080,True
33,30,1080,True
26,30,1080,True
26,30,1080,True
25,30,1080,True
32,30,1080,True
26,30,1080,True
26,30,1080,True
25,30,1080,True
31,30,1080,True
26,30,1080,True
26,30,1080,True
26,30,1080,True
32,30,1080,True
26,30,1080,True
25,30,1080,True
30,30,1080,True
34,30,1080,False
25,30,1080,True
26,30,1080,True
26,30,1080,True
35,30,1080,False
28,30,1080,True
26,30,1080,True
26,30,1080,True
39,30,1080,False
27,30,1080,True
26,30,1080,True
26,30,1080,True
29,30,1080,True
28,30,1080,True
26,30,1080,True
26,30,1080,True
29,30,1080,True
25,30,1080,True
26,30,1080,True
26,30,1080,True
32,30,1080,True
26,30,1080,True
26,30,1080,True
25,30,1080,True
31,30,1080,True
26,30,1080,True
26,30,1080,True
26,30,1080,True
32,30,1080,True
26,30,1080,True
26,30,1080,True
25,30,1080,True
36,30,1080,False
26,30,1080,True
26,30,1080,True
27,30,1080,True
35,30,1080,False
26,30,1080,True
26,30,1080,True
26,30,1080,True
34,30,1080,False
27,30,1080,True
26,30,1080,True
26,30,1080,True
29,30,1080,True
26,30,1080,True
27,30,1080,True
25,30,1080,True
33,30,1080,True
25,30,1080,True
25,30,1080,True
26,30,1080,True
32,30,1080,True
26,30,1080,True
26,30,1080,True
26,30,1080,True
31,30,1080,True
25,30,1080,True
26,30,1080,True
26,30,1080,True
35,30,1080,False
25,30,1080,True
25,30,1080,True
25,30,1080,True
38,30,1080,False
25,30,1080,True
26,30,1080,True
26,30,1080,True
32,30,1080,True
27,30,1080,True
26,30,1080,True
26,30,1080,True
32,30,1080,True
26,30,1080,True
26,30,1080,True
26,30,1080,True
32,30,1080,True
26,30,1080,True
26,30,1080,True
26,30,1080,True
31,30,1080,True
26,30,1080,True
26,30,1080,True
26,30,1080,True
31,30,1080,True
26,30,1080,True
25,30,1080,True
26,30,1080,True
32,30,1080,True
26,30,1080,True
26,30,1080,True
26,30,1080,True
43,30,1080,False
26,30,1080,True
26,30,1080,True
26,30,1080,True
37,30,1080,False
25,30,1080,True
26,30,1080,True
26,30,1080,True
33,30,1080,True
27,30,1080,True
26,30,1080,True
27,30,1080,True
25,30,1080,True
26,30,1080,True
25,30,1080,True
26,30,1080,True
29,30,1080,True
26,30,1080,True
26,30,1080,True
26,30,1080,True
33,30,1080,True
26,30,1080,True
26,30,1080,True
26,30,1080,True
32,30,1080,True
26,30,1080,True
26,30,1080,True
26,30,1080,True
32,30,1080,True
26,30,1080,True
27,30,1080,True
27,30,1080,True
32,30,1080,True
26,30,1080,True
26,30,1080,True
27,30,1080,True
34,30,1080,False
27,30,1080,True
27,30,1080,True
25,30,1080,True
32,30,1080,True
26,30,1080,True
27,30,1080,True
28,30,1080,True
34,30,1080,False
25,30,1080,True
26,30,1080,True
26,30,1080,True
38,30,1080,False
26,30,1080,True
26,30,1080,True
26,30,1080,True
32,30,1080,True
27,30,1080,True
25,30,1080,True
25,30,1080,True
34,30,1080,False
28,30,1080,True
26,30,1080,True
26,30,1080,True
34,30,1080,False
25,30,1080,True
26,30,1080,True
25,30,1080,True
26,30,1080,True
25,30,1080,True
26,30,1080,True
26,30,1080,True
31,30,1080,True
25,30,1080,True
25,30,1080,True
26,30,1080,True
33,30,1080,True
25,30,1080,True
26,30,1080,True
26,30,1080,True
27,30,1080,True
25,30,1080,True
25,30,1080,True
26,30,1080,True
30,30,1080,True
26,30,1080,True
27,30,1080,True
26,30,1080,True
32,30,1080,True
25,30,1080,True
26,30,1080,True
26,30,1080,True
38,30,1080,False
26,30,1080,True
27,30,1080,True
26,30,1080,True
34,30,1080,False
34,30,1080,False
26,30,1080,True
26,30,1080,True
26,30,1080,True
27,30,1080,True
25,30,1080,True
25,30,1080,True
28,30,1080,True
28,30,1080,True
26,30,1080,True
24,35,1080,True
24,35,1080,True
24,35,1080,True
25,35,1080,True
32,35,1080,False
24,35,1080,True
25,35,1080,True
24,35,1080,True
34,35,1080,False
26,35,1080,True
25,35,1080,True
24,35,1080,True
33,35,1080,False
26,35,1080,True
27,35,1080,True
24,35,1080,True
27,35,1080,True
24,35,1080,True
24,35,1080,True
24,35,1080,True
31,35,1080,False
24,35,1080,True
25,35,1080,True
25,35,1080,True
31,35,1080,False
26,35,1080,True
24,35,1080,True
24,35,1080,True
31,35,1080,False
24,35,1080,True
25,35,1080,True
26,35,1080,True
29,35,1080,False
29,35,1080,False
25,35,1080,True
25,35,1080,True
25,35,1080,True
26,35,1080,True
27,35,1080,True
25,35,1080,True
33,35,1080,False
25,35,1080,True
26,35,1080,True
26,35,1080,True
31,35,1080,False
26,35,1080,True
25,35,1080,True
26,35,1080,True
31,35,1080,False
26,35,1080,True
25,35,1080,True
26,35,1080,True
30,35,1080,False
28,35,1080,True
25,35,1080,True
25,35,1080,True
35,35,1080,False
26,35,1080,True
25,35,1080,True
25,35,1080,True
37,35,1080,False
25,35,1080,True
25,35,1080,True
25,35,1080,True
28,35,1080,True
27,35,1080,True
25,35,1080,True
24,35,1080,True
42,35,1080,False
24,35,1080,True
25,35,1080,True
24,35,1080,True
34,35,1080,False
26,35,1080,True
24,35,1080,True
24,35,1080,True
34,35,1080,False
30,35,1080,False
25,35,1080,True
25,35,1080,True
25,35,1080,True
27,35,1080,True
25,35,1080,True
24,35,1080,True
30,35,1080,False
24,35,1080,True
25,35,1080,True
25,35,1080,True
32,35,1080,False
26,35,1080,True
25,35,1080,True
25,35,1080,True
30,35,1080,False
26,35,1080,True
26,35,1080,True
25,35,1080,True
37,35,1080,False
26,35,1080,True
24,35,1080,True
26,35,1080,True
30,35,1080,False
27,35,1080,True
24,35,1080,True
26,35,1080,True
35,35,1080,False
27,35,1080,True
25,35,1080,True
24,35,1080,True
36,35,1080,False
26,35,1080,True
24,35,1080,True
25,35,1080,True
28,35,1080,True
25,35,1080,True
26,35,1080,True
28,35,1080,True
31,35,1080,False
25,35,1080,True
25,35,1080,True
25,35,1080,True
30,35,1080,False
24,35,1080,True
25,35,1080,True
25,35,1080,True
30,35,1080,False
27,35,1080,True
25,35,1080,True
25,35,1080,True
36,35,1080,False
27,35,1080,True
24,35,1080,True
25,35,1080,True
31,35,1080,False
26,35,1080,True
24,35,1080,True
25,35,1080,True
35,35,1080,False
27,35,1080,True
25,35,1080,True
24,35,1080,True
29,35,1080,False
27,35,1080,True
24,35,1080,True
25,35,1080,True
36,35,1080,False
25,35,1080,True
25,35,1080,True
24,35,1080,True
32,35,1080,False
29,35,1080,False
23,35,1080,True
25,35,1080,True
26,35,1080,True
24,35,1080,True
24,35,1080,True
24,35,1080,True
25,35,1080,True
24,35,1080,True
25,35,1080,True
24,35,1080,True
27,35,1080,True
25,35,1080,True
24,35,1080,True
24,35,1080,True
29,35,1080,False
24,35,1080,True
24,35,1080,True
24,35,1080,True
32,35,1080,False
25,35,1080,True
23,35,1080,True
24,35,1080,True
28,35,1080,True
24,35,1080,True
24,35,1080,True
23,35,1080,True
30,35,1080,False
24,35,1080,True
25,35,1080,True
25,35,1080,True
31,35,1080,False
26,35,1080,True
27,35,1080,True
24,35,1080,True
36,35,1080,False
26,35,1080,True
25,35,1080,True
24,35,1080,True
30,35,1080,False
28,35,1080,True
25,35,1080,True
25,35,1080,True
25,35,1080,True
26,35,1080,True
25,35,1080,True
25,35,1080,True
26,35,1080,True
25,35,1080,True
25,35,1080,True
28,35,1080,True
30,35,1080,False
26,35,1080,True
25,35,1080,True
25,35,1080,True
33,35,1080,False
28,35,1080,True
26,35,1080,True
26,35,1080,True
36,35,1080,False
27,35,1080,True
25,35,1080,True
25,35,1080,True
34,35,1080,False
28,35,1080,True
25,35,1080,True
25,35,1080,True
27,35,1080,True
27,35,1080,True
26,35,1080,True
25,35,1080,True
27,35,1080,True
25,35,1080,True
25,35,1080,True
24,35,1080,True
29,35,1080,False
25,35,1080,True
25,35,1080,True
26,35,1080,True
29,35,1080,False
25,35,1080,True
25,35,1080,True
26,35,1080,True
35,35,1080,False
25,35,1080,True
25,35,1080,True
25,35,1080,True
32,35,1080,False
28,35,1080,True
26,35,1080,True
26,35,1080,True
29,35,1080,False
30,35,1080,False
27,35,1080,True
26,35,1080,True
31,35,1080,False
28,35,1080,True
25,35,1080,True
26,35,1080,True
34,35,1080,False
26,35,1080,True
29,35,1080,False
25,35,1080,True
26,35,1080,True
26,35,1080,True
27,35,1080,True
25,35,1080,True
29,35,1080,False
26,35,1080,True
25,35,1080,True
27,35,1080,True
32,35,1080,False
26,35,1080,True
25,35,1080,True
25,35,1080,True
31,35,1080,False
25,35,1080,True
26,35,1080,True
25,35,1080,True
33,35,1080,False
25,35,1080,True
25,35,1080,True
25,35,1080,True
30,35,1080,False
27,35,1080,True
25,35,1080,True
25,35,1080,True
38,35,1080,False
25,35,1080,True
25,35,1080,True
25,35,1080,True
31,35,1080,False
26,35,1080,True
25,35,1080,True
25,35,1080,True
24,35,1080,True
25,35,1080,True
25,35,1080,True
25,35,1080,True
30,35,1080,False
24,35,1080,True
25,35,1080,True
32,15,720,True
22,15,720,True
22,15,720,True
23,15,720,True
22,15,720,True
23,15,720,True
22,15,720,True
22,15,720,True
23,15,720,True
23,15,720,True
25,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
26,15,720,True
26,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
23,15,720,True
23,15,720,True
25,15,720,True
23,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
26,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
23,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
27,15,720,True
23,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
26,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
23,15,720,True
25,15,720,True
23,15,720,True
25,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
26,15,720,True
23,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
23,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
23,15,720,True
24,15,720,True
24,15,720,True
23,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
27,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
23,15,720,True
25,15,720,True
25,15,720,True
23,15,720,True
25,15,720,True
23,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
23,15,720,True
25,15,720,True
25,15,720,True
23,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
23,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
23,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
23,15,720,True
25,15,720,True
24,15,720,True
25,15,720,True
26,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
26,15,720,True
25,15,720,True
25,15,720,True
26,15,720,True
23,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
26,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
23,15,720,True
24,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
25,15,720,True
24,15,720,True
24,15,720,True
25,20,720,True
23,20,720,True
29,20,720,True
24,20,720,True
24,20,720,True
29,20,720,True
24,20,720,True
25,20,720,True
29,20,720,True
23,20,720,True
25,20,720,True
31,20,720,True
23,20,720,True
25,20,720,True
29,20,720,True
23,20,720,True
24,20,720,True
35,20,720,True
25,20,720,True
24,20,720,True
28,20,720,True
24,20,720,True
24,20,720,True
30,20,720,True
24,20,720,True
25,20,720,True
28,20,720,True
25,20,720,True
25,20,720,True
33,20,720,True
24,20,720,True
24,20,720,True
30,20,720,True
23,20,720,True
25,20,720,True
35,20,720,True
27,20,720,True
23,20,720,True
34,20,720,True
24,20,720,True
24,20,720,True
29,20,720,True
25,20,720,True
24,20,720,True
29,20,720,True
25,20,720,True
24,20,720,True
31,20,720,True
25,20,720,True
23,20,720,True
32,20,720,True
23,20,720,True
25,20,720,True
36,20,720,True
23,20,720,True
25,20,720,True
36,20,720,True
24,20,720,True
25,20,720,True
31,20,720,True
24,20,720,True
27,20,720,True
31,20,720,True
25,20,720,True
25,20,720,True
32,20,720,True
24,20,720,True
25,20,720,True
34,20,720,True
25,20,720,True
25,20,720,True
32,20,720,True
24,20,720,True
25,20,720,True
32,20,720,True
24,20,720,True
23,20,720,True
32,20,720,True
24,20,720,True
24,20,720,True
34,20,720,True
24,20,720,True
24,20,720,True
34,20,720,True
24,20,720,True
24,20,720,True
33,20,720,True
25,20,720,True
24,20,720,True
29,20,720,True
25,20,720,True
25,20,720,True
32,20,720,True
24,20,720,True
24,20,720,True
32,20,720,True
24,20,720,True
24,20,720,True
34,20,720,True
24,20,720,True
25,20,720,True
29,20,720,True
23,20,720,True
23,20,720,True
30,20,720,True
26,20,720,True
24,20,720,True
33,20,720,True
23,20,720,True
23,20,720,True
29,20,720,True
24,20,720,True
23,20,720,True
29,20,720,True
24,20,720,True
25,20,720,True
33,20,720,True
24,20,720,True
25,20,720,True
38,20,720,True
23,20,720,True
24,20,720,True
34,20,720,True
23,20,720,True
24,20,720,True
33,20,720,True
24,20,720,True
24,20,720,True
34,20,720,True
25,20,720,True
24,20,720,True
39,20,720,True
23,20,720,True
25,20,720,True
33,20,720,True
24,20,720,True
25,20,720,True
30,20,720,True
25,20,720,True
25,20,720,True
31,20,720,True
24,20,720,True
24,20,720,True
31,20,720,True
25,20,720,True
24,20,720,True
36,20,720,True
23,20,720,True
25,20,720,True
35,20,720,True
24,20,720,True
24,20,720,True
28,20,720,True
24,20,720,True
23,20,720,True
29,20,720,True
24,20,720,True
25,20,720,True
29,20,720,True
24,20,720,True
24,20,720,True
32,20,720,True
25,20,720,True
23,20,720,True
31,20,720,True
25,20,720,True
24,20,720,True
31,20,720,True
25,20,720,True
24,20,720,True
36,20,720,True
24,20,720,True
24,20,720,True
30,20,720,True
24,20,720,True
26,20,720,True
28,20,720,True
25,20,720,True
25,20,720,True
30,20,720,True
25,20,720,True
24,20,720,True
32,20,720,True
24,20,720,True
24,20,720,True
32,20,720,True
25,20,720,True
24,20,720,True
30,20,720,True
23,20,720,True
24,20,720,True
35,20,720,True
24,20,720,True
24,20,720,True
39,20,720,True
25,20,720,True
25,20,720,True
25,20,720,True
25,20,720,True
24,20,720,True
28,20,720,True
24,20,720,True
24,20,720,True
29,20,720,True
24,20,720,True
25,20,720,True
32,20,720,True
24,20,720,True
24,20,720,True
30,20,720,True
24,20,720,True
25,20,720,True
34,20,720,True
24,20,720,True
24,20,720,True
32,20,720,True
25,20,720,True
24,20,720,True
30,20,720,True
25,20,720,True
24,20,720,True
37,20,720,True
25,20,720,True
25,20,720,True
28,20,720,True
24,20,720,True
24,20,720,True
29,20,720,True
25,20,720,True
24,20,720,True
33,20,720,True
24,20,720,True
25,20,720,True
28,20,720,True
25,20,720,True
24,20,720,True
29,20,720,True
24,20,720,True
26,20,720,True
30,20,720,True
24,20,720,True
25,20,720,True
32,20,720,True
24,20,720,True
26,20,720,True
31,20,720,True
23,20,720,True
24,20,720,True
35,20,720,True
25,20,720,True
24,20,720,True
34,20,720,True
25,20,720,True
25,20,720,True
39,20,720,True
25,20,720,True
25,20,720,True
30,20,720,True
24,20,720,True
24,20,720,True
43,20,720,True
24,20,720,True
24,20,720,True
28,20,720,True
25,20,720,True
24,20,720,True
31,20,720,True
24,20,720,True
24,20,720,True
30,20,720,True
24,20,720,True
24,20,720,True
36,20,720,True
24,20,720,True
25,20,720,True
28,20,720,True
24,20,720,True
25,20,720,True
25,20,720,True
25,20,720,True
24,20,720,True
34,20,720,True
25,20,720,True
25,20,720,True
28,20,720,True
25,20,720,True
24,20,720,True
30,20,720,True
25,20,720,True
25,20,720,True
28,20,720,True
25,25,720,True
23,25,720,True
27,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
29,25,720,True
24,25,720,True
24,25,720,True
25,25,720,True
29,25,720,True
24,25,720,True
27,25,720,True
24,25,720,True
34,25,720,True
25,25,720,True
24,25,720,True
25,25,720,True
29,25,720,True
23,25,720,True
24,25,720,True
24,25,720,True
30,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
33,25,720,True
24,25,720,True
26,25,720,True
24,25,720,True
31,25,720,True
25,25,720,True
24,25,720,True
24,25,720,True
34,25,720,True
25,25,720,True
24,25,720,True
24,25,720,True
28,25,720,True
25,25,720,True
25,25,720,True
25,25,720,True
34,25,720,True
25,25,720,True
25,25,720,True
25,25,720,True
34,25,720,True
25,25,720,True
23,25,720,True
24,25,720,True
31,25,720,True
24,25,720,True
24,25,720,True
23,25,720,True
28,25,720,True
24,25,720,True
24,25,720,True
25,25,720,True
29,25,720,True
25,25,720,True
23,25,720,True
25,25,720,True
29,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
30,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
28,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
31,25,720,True
25,25,720,True
25,25,720,True
24,25,720,True
27,25,720,True
24,25,720,True
23,25,720,True
25,25,720,True
30,25,720,True
23,25,720,True
25,25,720,True
25,25,720,True
30,25,720,True
24,25,720,True
25,25,720,True
24,25,720,True
31,25,720,True
25,25,720,True
24,25,720,True
25,25,720,True
32,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
38,25,720,True
25,25,720,True
25,25,720,True
24,25,720,True
29,25,720,True
23,25,720,True
24,25,720,True
25,25,720,True
30,25,720,True
25,25,720,True
23,25,720,True
24,25,720,True
35,25,720,True
24,25,720,True
23,25,720,True
25,25,720,True
29,25,720,True
24,25,720,True
25,25,720,True
24,25,720,True
30,25,720,True
25,25,720,True
24,25,720,True
24,25,720,True
36,25,720,True
24,25,720,True
24,25,720,True
25,25,720,True
28,25,720,True
25,25,720,True
23,25,720,True
24,25,720,True
28,25,720,True
24,25,720,True
25,25,720,True
24,25,720,True
28,25,720,True
25,25,720,True
25,25,720,True
25,25,720,True
33,25,720,True
24,25,720,True
24,25,720,True
25,25,720,True
29,25,720,True
25,25,720,True
24,25,720,True
25,25,720,True
36,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
29,25,720,True
24,25,720,True
25,25,720,True
24,25,720,True
29,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
30,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
30,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
35,25,720,True
23,25,720,True
25,25,720,True
25,25,720,True
30,25,720,True
24,25,720,True
23,25,720,True
24,25,720,True
29,25,720,True
25,25,720,True
24,25,720,True
23,25,720,True
31,25,720,True
24,25,720,True
25,25,720,True
24,25,720,True
29,25,720,True
24,25,720,True
25,25,720,True
24,25,720,True
30,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
28,25,720,True
25,25,720,True
24,25,720,True
24,25,720,True
29,25,720,True
24,25,720,True
25,25,720,True
25,25,720,True
30,25,720,True
24,25,720,True
25,25,720,True
28,25,720,True
32,25,720,True
25,25,720,True
24,25,720,True
25,25,720,True
32,25,720,True
24,25,720,True
24,25,720,True
25,25,720,True
32,25,720,True
24,25,720,True
25,25,720,True
24,25,720,True
29,25,720,True
25,25,720,True
25,25,720,True
24,25,720,True
29,25,720,True
24,25,720,True
25,25,720,True
24,25,720,True
31,25,720,True
25,25,720,True
24,25,720,True
24,25,720,True
32,25,720,True
26,25,720,True
24,25,720,True
24,25,720,True
38,25,720,True
24,25,720,True
25,25,720,True
25,25,720,True
33,25,720,True
24,25,720,True
25,25,720,True
25,25,720,True
30,25,720,True
25,25,720,True
24,25,720,True
25,25,720,True
33,25,720,True
24,25,720,True
24,25,720,True
25,25,720,True
29,25,720,True
24,25,720,True
24,25,720,True
23,25,720,True
33,25,720,True
25,25,720,True
25,25,720,True
24,25,720,True
29,25,720,True
24,25,720,True
90,25,720,False
38,25,720,True
25,25,720,True
24,25,720,True
24,25,720,True
28,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
24,25,720,True
25,25,720,True
24,25,720,True
24,25,720,True
28,25,720,True
25,25,720,True
25,25,720,True
23,25,720,True
26,25,720,True
24,25,720,True
24,25,720,True
25,25,720,True
26,25,720,True
25,25,720,True
24,25,720,True
24,25,720,True
25,25,720,True
24,25,720,True
26,25,720,True
24,25,720,True
27,25,720,True
25,25,720,True
28,25,720,True
24,25,720,True
28,30,720,True
24,30,720,True
24,30,720,True
23,30,720,True
27,30,720,True
25,30,720,True
25,25,720,True
24,25,720,True
24,30,720,True
24,30,720,True
24,30,720,True
27,30,720,True
23,30,720,True
24,30,720,True
24,30,720,True
27,30,720,True
23,30,720,True
24,30,720,True
24,30,720,True
28,30,720,True
24,30,720,True
24,30,720,True
25,30,720,True
28,30,720,True
24,30,720,True
24,30,720,True
23,30,720,True
28,30,720,True
25,30,720,True
25,30,720,True
24,30,720,True
33,30,720,True
24,30,720,True
24,30,720,True
23,30,720,True
27,30,720,True
24,30,720,True
24,30,720,True
23,30,720,True
30,30,720,True
24,30,720,True
24,30,720,True
23,30,720,True
28,30,720,True
23,30,720,True
23,30,720,True
23,30,720,True
28,30,720,True
24,30,720,True
24,30,720,True
23,30,720,True
27,30,720,True
24,30,720,True
23,30,720,True
24,30,720,True
26,30,720,True
24,30,720,True
25,30,720,True
23,30,720,True
26,30,720,True
24,30,720,True
24,30,720,True
24,30,720,True
28,30,720,True
24,30,720,True
24,30,720,True
24,30,720,True
31,30,720,True
24,30,720,True
24,30,720,True
24,30,720,True
26,30,720,True
24,30,720,True
24,30,720,True
23,30,720,True
28,30,720,True
24,30,720,True
24,30,720,True
24,30,720,True
27,30,720,True
23,30,720,True
24,30,720,True
24,30,720,True
26,30,720,True
24,30,720,True
24,30,720,True
24,30,720,True
30,30,720,True
24,30,720,True
24,30,720,True
24,30,720,True
28,30,720,True
24,30,720,True
24,30,720,True
25,30,720,True
27,30,720,True
24,30,720,True
24,30,720,True
23,30,720,True
27,30,720,True
24,30,720,True
26,30,720,True
24,30,720,True
28,30,720,True
24,30,720,True
24,30,720,True
23,30,720,True
30,30,720,True
24,30,720,True
24,30,720,True
24,30,720,True
26,30,720,True
25,30,720,True
24,30,720,True
25,30,720,True
27,30,720,True
24,30,720,True
25,30,720,True
24,30,720,True
25,30,720,True
25,30,720,True
23,30,720,True
23,30,720,True
27,30,720,True
24,30,720,True
24,30,720,True
23,30,720,True
28,30,720,True
23,30,720,True
25,30,720,True
24,30,720,True
28,30,720,True
25,30,720,True
24,30,720,True
24,30,720,True
29,30,720,True
25,30,720,True
24,30,720,True
25,30,720,True
29,30,720,True
24,30,720,True
24,30,720,True
24,30,720,True
30,30,720,True
24,30,720,True
24,30,720,True
23,30,720,True
27,30,720,True
25,30,720,True
26,30,720,True
24,30,720,True
27,30,720,True
25,30,720,True
24,30,720,True
24,30,720,True
29,30,720,True
24,30,720,True
25,30,720,True
24,30,720,True
27,30,720,True
24,30,720,True
23,30,720,True
24,30,720,True
30,30,720,True
