delta,fps,pixel,device_type,cpu,memory,consumption,gpu,in_time
31,20,480,Orin,26,72,6,40,True
31,20,480,Orin,21,72,6,40,True
30,20,480,Orin,23,72,6,40,True
31,20,480,Orin,25,72,6,40,True
31,20,480,Orin,26,72,6,40,True
31,20,480,Orin,21,72,6,40,True
31,20,480,Orin,23,72,6,40,True
30,20,480,Orin,21,72,6,40,True
30,20,480,Orin,27,72,6,40,True
31,20,480,Orin,28,72,6,40,True
31,20,480,Orin,26,72,6,40,True
31,20,480,Orin,18,72,6,40,True
30,20,480,Orin,21,72,6,40,True
31,20,480,Orin,18,72,6,40,True
30,20,480,Orin,19,72,6,40,True
30,20,480,Orin,23,72,6,40,True
31,20,480,Orin,20,72,6,40,True
31,20,480,Orin,21,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,25,72,6,40,True
32,20,480,Orin,26,72,6,40,True
30,20,480,Orin,19,72,6,40,True
30,20,480,Orin,23,72,6,40,True
30,20,480,Orin,25,72,6,40,True
31,20,480,Orin,18,72,6,40,True
31,20,480,Orin,23,72,6,40,True
30,20,480,Orin,21,72,6,40,True
30,20,480,Orin,22,72,6,40,True
30,20,480,Orin,21,72,6,40,True
31,20,480,Orin,31,72,6,40,True
31,20,480,Orin,23,72,6,40,True
32,20,480,Orin,27,72,6,40,True
31,20,480,Orin,18,72,6,40,True
30,20,480,Orin,21,72,6,40,True
31,20,480,Orin,18,72,6,40,True
30,20,480,Orin,21,72,6,40,True
31,20,480,Orin,20,72,6,40,True
31,20,480,Orin,21,72,6,40,True
31,20,480,Orin,31,72,6,40,True
31,20,480,Orin,21,72,6,40,True
29,20,480,Orin,23,72,6,40,True
30,20,480,Orin,20,72,6,40,True
31,20,480,Orin,18,72,6,40,True
31,20,480,Orin,23,72,6,40,True
30,20,480,Orin,23,72,6,40,True
31,20,480,Orin,23,72,6,40,True
31,20,480,Orin,23,72,6,40,True
31,20,480,Orin,24,72,6,40,True
31,20,480,Orin,25,72,6,40,True
30,20,480,Orin,21,72,6,40,True
31,20,480,Orin,23,72,6,40,True
30,20,480,Orin,23,72,6,40,True
30,20,480,Orin,20,72,6,40,True
31,20,480,Orin,25,72,6,40,True
33,20,480,Orin,20,72,6,40,True
32,20,480,Orin,24,72,6,40,True
31,20,480,Orin,21,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,21,72,6,40,True
32,20,480,Orin,24,72,6,40,True
31,20,480,Orin,19,72,6,40,True
31,20,480,Orin,21,72,6,40,True
31,20,480,Orin,21,72,6,40,True
30,20,480,Orin,21,72,6,40,True
32,20,480,Orin,25,72,6,40,True
30,20,480,Orin,28,72,6,40,True
31,20,480,Orin,20,72,6,40,True
31,20,480,Orin,28,72,6,40,True
30,20,480,Orin,16,72,6,40,True
30,20,480,Orin,20,72,6,40,True
29,20,480,Orin,16,72,6,40,True
30,20,480,Orin,18,72,6,40,True
31,20,480,Orin,26,72,6,40,True
30,20,480,Orin,18,72,6,40,True
30,25,480,Orin,51,72,7,65,True
33,25,480,Orin,23,72,6,65,True
31,25,480,Orin,25,72,6,65,True
29,25,480,Orin,25,72,6,65,True
30,25,480,Orin,27,72,6,65,True
34,25,480,Orin,25,72,6,65,True
29,25,480,Orin,26,72,6,65,True
29,25,480,Orin,25,72,6,65,True
28,25,480,Orin,30,72,6,65,True
34,25,480,Orin,20,72,6,65,True
32,25,480,Orin,23,72,6,65,True
28,25,480,Orin,21,72,6,65,True
30,25,480,Orin,26,72,6,65,True
28,25,480,Orin,25,72,6,65,True
31,25,480,Orin,25,72,6,65,True
28,25,480,Orin,25,72,6,65,True
31,25,480,Orin,28,72,6,65,True
32,25,480,Orin,27,72,6,65,True
28,25,480,Orin,25,72,6,65,True
32,25,480,Orin,21,72,6,65,True
30,25,480,Orin,28,72,6,65,True
28,25,480,Orin,22,72,6,65,True
32,25,480,Orin,28,72,6,65,True
30,25,480,Orin,28,72,6,65,True
29,25,480,Orin,25,72,6,65,True
34,25,480,Orin,29,72,6,65,True
33,25,480,Orin,25,72,6,65,True
32,25,480,Orin,23,72,6,65,True
29,25,480,Orin,31,72,6,65,True
29,25,480,Orin,21,72,6,65,True
29,25,480,Orin,25,72,6,65,True
31,25,480,Orin,28,72,6,65,True
32,25,480,Orin,25,72,6,65,True
30,25,480,Orin,28,72,6,65,True
33,25,480,Orin,27,72,6,65,True
28,25,480,Orin,31,72,6,65,True
30,25,480,Orin,26,72,6,65,True
28,25,480,Orin,25,72,6,65,True
33,25,480,Orin,25,72,6,65,True
32,25,480,Orin,25,72,6,65,True
28,25,480,Orin,23,72,6,65,True
30,25,480,Orin,27,72,6,65,True
30,25,480,Orin,25,72,6,65,True
32,25,480,Orin,24,72,6,65,True
28,25,480,Orin,30,72,6,65,True
30,25,480,Orin,26,72,6,65,True
28,25,480,Orin,23,72,6,65,True
33,25,480,Orin,23,72,6,65,True
32,25,480,Orin,25,72,6,65,True
35,25,480,Orin,32,72,6,65,True
34,25,480,Orin,23,72,6,65,True
28,25,480,Orin,32,72,6,65,True
31,25,480,Orin,28,72,6,65,True
30,25,480,Orin,25,72,6,65,True
30,25,480,Orin,25,72,6,65,True
32,25,480,Orin,23,72,6,65,True
29,25,480,Orin,24,72,6,65,True
30,25,480,Orin,24,72,6,65,True
29,25,480,Orin,22,72,6,65,True
32,25,480,Orin,21,72,6,65,True
32,25,480,Orin,28,72,6,65,True
29,25,480,Orin,24,72,6,65,True
30,25,480,Orin,31,72,6,65,True
28,25,480,Orin,22,72,6,65,True
32,25,480,Orin,28,72,6,65,True
31,25,480,Orin,33,72,6,65,True
28,25,480,Orin,20,72,6,65,True
34,25,480,Orin,25,72,6,65,True
33,25,480,Orin,27,72,6,65,True
29,25,480,Orin,27,72,6,65,True
30,25,480,Orin,29,72,6,65,True
29,25,480,Orin,23,72,6,65,True
33,25,480,Orin,29,72,6,65,True
30,25,480,Orin,23,72,6,65,True
28,25,480,Orin,25,72,6,65,True
32,25,480,Orin,23,72,6,65,True
33,25,480,Orin,35,72,6,65,True
28,25,480,Orin,26,72,6,65,True
31,25,480,Orin,25,72,6,65,True
28,25,480,Orin,25,72,6,65,True
33,25,480,Orin,25,72,6,65,True
33,25,480,Orin,34,72,6,65,True
28,25,480,Orin,27,72,6,65,True
29,25,480,Orin,25,72,6,65,True
33,25,480,Orin,26,72,6,65,True
32,25,480,Orin,28,72,6,65,True
28,25,480,Orin,11,72,6,65,True
30,25,480,Orin,25,72,6,65,True
29,25,480,Orin,25,72,6,65,True
32,25,480,Orin,23,72,6,65,True
30,25,480,Orin,24,72,6,65,True
29,25,480,Orin,25,72,6,65,True
33,25,480,Orin,22,72,6,65,True
33,25,480,Orin,28,72,6,65,True
33,25,480,Orin,24,72,6,65,True
28,25,480,Orin,25,72,6,65,True
32,25,480,Orin,26,72,6,65,True
32,25,480,Orin,24,72,6,65,True
29,25,480,Orin,29,72,6,65,True
30,25,480,Orin,27,72,6,65,True
29,25,480,Orin,23,72,6,65,True
32,25,480,Orin,26,72,6,65,True
32,25,480,Orin,29,72,6,65,True
29,25,480,Orin,30,72,6,65,True
31,25,480,Orin,24,72,6,65,True
32,25,480,Orin,27,72,6,65,True
29,25,480,Orin,24,72,6,65,True
32,25,480,Orin,26,72,6,65,True
29,25,480,Orin,21,72,6,65,True
30,25,480,Orin,21,72,6,65,True
30,25,480,Orin,27,72,6,65,True
32,25,480,Orin,26,72,6,65,True
28,25,480,Orin,20,72,6,65,True
30,25,480,Orin,33,72,6,65,True
29,25,480,Orin,27,72,6,65,True
35,25,480,Orin,25,72,6,65,True
32,25,480,Orin,23,72,6,65,True
33,25,480,Orin,21,72,6,65,True
30,25,480,Orin,26,72,6,65,True
33,25,480,Orin,26,72,6,65,True
32,25,480,Orin,31,72,6,65,True
30,25,480,Orin,25,72,6,65,True
33,25,480,Orin,28,72,6,65,True
34,25,480,Orin,25,72,6,65,True
29,25,480,Orin,26,72,6,65,True
30,25,480,Orin,22,72,6,65,True
29,25,480,Orin,25,72,6,65,True
33,25,480,Orin,18,72,6,65,True
32,25,480,Orin,27,72,6,65,True
29,25,480,Orin,26,72,6,65,True
32,25,480,Orin,24,72,6,65,True
34,25,480,Orin,27,72,6,65,True
34,25,480,Orin,21,72,6,65,True
29,25,480,Orin,26,72,6,65,True
31,25,480,Orin,26,72,6,65,True
30,25,480,Orin,20,72,6,65,True
31,25,480,Orin,24,72,6,65,True
29,25,480,Orin,25,72,6,65,True
30,25,480,Orin,28,72,6,65,True
34,25,480,Orin,25,72,6,65,True
33,25,480,Orin,22,72,6,65,True
29,25,480,Orin,29,72,6,65,True
31,25,480,Orin,24,72,6,65,True
29,25,480,Orin,22,72,6,65,True
30,25,480,Orin,19,72,6,65,True
30,25,480,Orin,25,72,6,65,True
33,25,480,Orin,31,72,6,65,True
30,25,480,Orin,23,72,6,65,True
29,25,480,Orin,29,72,6,65,True
32,25,480,Orin,25,72,6,65,True
32,25,480,Orin,25,72,6,65,True
29,25,480,Orin,29,72,6,65,True
30,25,480,Orin,21,72,6,65,True
29,25,480,Orin,22,72,6,65,True
32,25,480,Orin,21,72,6,65,True
31,25,480,Orin,28,72,6,65,True
29,25,480,Orin,22,72,6,65,True
33,25,480,Orin,28,72,6,65,True
34,25,480,Orin,21,72,6,65,True
30,25,480,Orin,29,72,6,65,True
33,25,480,Orin,24,72,6,65,True
33,25,480,Orin,31,72,6,65,True
33,25,480,Orin,25,72,6,65,True
29,25,480,Orin,26,72,6,65,True
31,25,480,Orin,28,72,6,65,True
29,25,480,Orin,25,72,6,65,True
33,25,480,Orin,28,72,6,65,True
32,25,480,Orin,28,72,6,65,True
29,25,480,Orin,25,72,6,65,True
34,25,480,Orin,29,72,6,65,True
33,25,480,Orin,25,72,6,65,True
29,25,480,Orin,26,72,6,65,True
31,25,480,Orin,28,72,6,65,True
34,25,480,Orin,13,72,6,65,True
29,25,480,Orin,26,72,6,65,True
32,25,480,Orin,26,72,6,65,True
32,25,480,Orin,28,72,6,65,True
30,25,480,Orin,30,72,6,65,True
33,25,480,Orin,33,72,6,65,True
33,25,480,Orin,28,72,6,65,True
30,25,480,Orin,24,72,6,65,True
32,25,480,Orin,26,72,6,65,True
30,25,480,Orin,23,72,6,65,True
31,25,480,Orin,26,72,6,65,True
34,25,480,Orin,23,72,6,65,True
30,25,480,Orin,34,72,6,65,True
34,25,480,Orin,23,72,6,65,True
32,25,480,Orin,32,72,6,65,True
29,25,480,Orin,25,72,6,65,True
34,25,480,Orin,25,72,6,65,True
34,25,480,Orin,25,72,6,65,True
29,25,480,Orin,30,72,6,65,True
31,25,480,Orin,28,72,6,65,True
30,25,480,Orin,33,72,6,65,True
34,25,480,Orin,28,72,6,65,True
33,25,480,Orin,29,72,6,65,True
29,25,480,Orin,24,72,6,65,True
31,25,480,Orin,27,72,6,65,True
29,25,480,Orin,29,72,6,65,True
33,25,480,Orin,21,72,6,65,True
33,25,480,Orin,27,72,6,65,True
29,25,480,Orin,30,72,6,65,True
30,25,480,Orin,24,72,6,65,True
29,25,480,Orin,25,72,6,65,True
33,25,480,Orin,25,72,6,65,True
31,25,480,Orin,25,72,6,65,True
34,25,480,Orin,23,72,6,65,True
30,25,480,Orin,22,72,6,65,True
34,25,480,Orin,37,72,6,65,True
34,25,480,Orin,25,72,6,65,True
29,25,480,Orin,26,72,6,65,True
31,25,480,Orin,31,72,6,65,True
30,25,480,Orin,22,72,6,65,True
33,25,480,Orin,18,72,6,65,True
32,25,480,Orin,23,72,6,65,True
29,25,480,Orin,25,72,6,65,True
34,25,480,Orin,28,72,6,65,True
34,25,480,Orin,25,72,6,65,True
30,25,480,Orin,20,72,6,65,True
31,25,480,Orin,31,72,6,65,True
30,25,480,Orin,30,72,6,65,True
32,25,480,Orin,24,72,6,65,True
29,25,480,Orin,25,72,6,65,True
31,25,480,Orin,25,72,6,65,True
31,25,480,Orin,33,72,6,65,True
32,25,480,Orin,28,72,6,65,True
30,25,480,Orin,29,72,6,65,True
32,25,480,Orin,24,72,6,65,True
34,25,480,Orin,24,72,6,65,True
32,25,480,Orin,30,72,6,65,True
29,25,480,Orin,23,72,6,65,True
31,25,480,Orin,32,72,6,65,True
31,25,480,Orin,26,72,6,65,True
32,25,480,Orin,24,72,6,65,True
32,25,480,Orin,25,72,6,65,True
30,25,480,Orin,25,72,6,65,True
33,25,480,Orin,28,72,6,65,True
33,25,480,Orin,23,72,6,65,True
30,25,480,Orin,34,72,6,65,True
34,25,480,Orin,26,72,6,65,True
33,25,480,Orin,25,72,6,65,True
30,25,480,Orin,25,72,6,65,True
31,25,480,Orin,30,72,6,65,True
30,25,480,Orin,22,72,6,65,True
34,25,480,Orin,25,72,6,65,True
32,25,480,Orin,31,72,6,65,True
30,25,480,Orin,26,72,6,65,True
35,25,480,Orin,31,72,6,65,True
34,25,480,Orin,27,72,6,65,True
29,25,480,Orin,27,72,6,65,True
31,25,480,Orin,24,72,6,65,True
30,25,480,Orin,24,72,6,65,True
36,25,480,Orin,30,72,6,65,True
35,25,480,Orin,22,72,6,65,True
29,25,480,Orin,31,72,6,65,True
31,25,480,Orin,26,72,6,65,True
30,25,480,Orin,22,72,6,65,True
33,25,480,Orin,23,72,6,65,True
33,25,480,Orin,30,72,6,65,True
30,25,480,Orin,20,72,6,65,True
33,25,480,Orin,25,72,6,65,True
33,25,480,Orin,25,72,6,65,True
30,25,480,Orin,34,72,6,65,True
30,25,480,Orin,25,72,6,65,True
29,25,480,Orin,25,72,6,65,True
34,25,480,Orin,16,72,6,65,True
33,25,480,Orin,29,72,6,65,True
30,25,480,Orin,21,72,6,65,True
34,25,480,Orin,27,72,6,65,True
33,25,480,Orin,35,72,6,65,True
30,25,480,Orin,26,72,6,65,True
31,25,480,Orin,29,72,6,65,True
30,25,480,Orin,23,72,6,65,True
34,25,480,Orin,28,72,6,65,True
31,25,480,Orin,26,72,6,65,True
31,25,480,Orin,28,72,6,65,True
30,25,480,Orin,22,72,6,65,True
34,25,480,Orin,29,72,6,65,True
35,25,480,Orin,25,72,6,65,True
30,25,480,Orin,26,72,6,65,True
34,25,480,Orin,26,72,6,65,True
33,25,480,Orin,27,72,6,65,True
30,25,480,Orin,33,72,6,65,True
30,25,480,Orin,25,72,6,65,True
30,25,480,Orin,22,72,6,65,True
34,25,480,Orin,22,72,6,65,True
33,25,480,Orin,22,72,6,65,True
30,25,480,Orin,28,72,6,65,True
32,25,480,Orin,18,72,6,65,True
29,25,480,Orin,22,72,6,65,True
32,25,480,Orin,23,72,6,65,True
29,30,480,Orin,55,72,7,75,True
34,30,480,Orin,25,72,6,75,False
30,30,480,Orin,35,72,6,75,True
33,30,480,Orin,27,72,6,75,True
28,30,480,Orin,30,72,6,75,True
33,30,480,Orin,23,72,6,75,True
28,30,480,Orin,33,72,6,75,True
33,30,480,Orin,24,72,6,75,True
30,30,480,Orin,35,72,6,75,True
34,30,480,Orin,22,72,6,75,False
29,30,480,Orin,29,72,6,75,True
34,30,480,Orin,28,72,6,75,False
29,30,480,Orin,32,72,6,75,True
33,30,480,Orin,31,72,6,75,True
28,30,480,Orin,39,72,6,75,True
32,30,480,Orin,27,72,6,75,True
28,30,480,Orin,29,72,6,75,True
33,30,480,Orin,26,72,6,75,True
29,30,480,Orin,29,72,6,75,True
32,30,480,Orin,29,72,6,75,True
28,30,480,Orin,33,72,6,75,True
33,30,480,Orin,26,72,6,75,True
29,30,480,Orin,33,72,6,75,True
33,30,480,Orin,31,72,6,75,True
29,30,480,Orin,28,72,6,75,True
32,30,480,Orin,32,72,6,75,True
28,30,480,Orin,20,72,6,75,True
33,30,480,Orin,26,72,6,75,True
29,30,480,Orin,34,72,6,75,True
34,30,480,Orin,23,72,6,75,False
29,30,480,Orin,33,72,6,75,True
31,30,480,Orin,30,72,6,75,True
28,30,480,Orin,28,72,6,75,True
32,30,480,Orin,29,72,6,75,True
28,30,480,Orin,32,72,6,75,True
33,30,480,Orin,25,72,6,75,True
29,30,480,Orin,30,72,6,75,True
32,30,480,Orin,26,72,6,75,True
29,30,480,Orin,28,72,6,75,True
33,30,480,Orin,30,72,6,75,True
29,30,480,Orin,25,72,6,75,True
34,30,480,Orin,32,72,6,75,False
30,30,480,Orin,37,72,6,75,True
33,30,480,Orin,27,72,6,75,True
30,30,480,Orin,35,72,6,75,True
32,30,480,Orin,27,72,6,75,True
29,30,480,Orin,34,72,6,75,True
35,30,480,Orin,25,72,6,75,False
30,30,480,Orin,35,72,6,75,True
32,30,480,Orin,27,72,6,75,True
29,30,480,Orin,30,72,6,75,True
33,30,480,Orin,26,72,6,75,True
29,30,480,Orin,37,72,6,75,True
33,30,480,Orin,36,72,6,75,True
30,30,480,Orin,39,72,6,75,True
32,30,480,Orin,25,72,6,75,True
29,30,480,Orin,28,72,6,75,True
33,30,480,Orin,23,72,6,75,True
29,30,480,Orin,33,72,6,75,True
35,30,480,Orin,33,72,6,75,False
29,30,480,Orin,32,72,6,75,True
32,30,480,Orin,29,72,6,75,True
28,30,480,Orin,28,72,6,75,True
33,30,480,Orin,31,72,6,75,True
28,30,480,Orin,26,72,6,75,True
35,30,480,Orin,31,72,6,75,False
29,30,480,Orin,28,72,6,75,True
35,30,480,Orin,32,72,6,75,False
29,30,480,Orin,28,72,6,75,True
33,30,480,Orin,31,72,6,75,True
28,30,480,Orin,34,72,6,75,True
32,30,480,Orin,26,72,6,75,True
30,30,480,Orin,33,72,6,75,True
34,30,480,Orin,26,72,6,75,False
30,30,480,Orin,25,72,6,75,True
33,30,480,Orin,27,72,6,75,True
28,30,480,Orin,33,72,6,75,True
33,30,480,Orin,34,72,6,75,True
29,30,480,Orin,30,72,6,75,True
32,30,480,Orin,29,72,6,75,True
29,30,480,Orin,30,72,6,75,True
33,30,480,Orin,30,72,6,75,True
29,30,480,Orin,32,72,6,75,True
33,30,480,Orin,23,72,6,75,True
29,30,480,Orin,33,72,6,75,True
33,30,480,Orin,26,72,6,75,True
28,30,480,Orin,30,72,6,75,True
33,30,480,Orin,30,72,6,75,True
30,30,480,Orin,30,72,6,75,True
34,30,480,Orin,33,72,6,75,False
28,30,480,Orin,32,72,6,75,True
35,30,480,Orin,30,72,6,75,False
30,30,480,Orin,34,72,6,75,True
35,30,480,Orin,29,72,6,75,False
29,30,480,Orin,33,72,6,75,True
34,30,480,Orin,25,72,6,75,False
28,30,480,Orin,28,72,6,75,True
32,30,480,Orin,31,72,6,75,True
31,30,480,Orin,33,72,6,75,True
34,30,480,Orin,26,72,6,75,False
30,30,480,Orin,33,72,6,75,True
34,30,480,Orin,29,72,6,75,False
29,30,480,Orin,26,72,6,75,True
34,30,480,Orin,23,72,6,75,False
29,30,480,Orin,33,72,6,75,True
35,30,480,Orin,24,72,6,75,False
29,30,480,Orin,35,72,6,75,True
35,30,480,Orin,26,72,6,75,False
30,30,480,Orin,30,72,6,75,True
35,30,480,Orin,28,72,6,75,False
29,30,480,Orin,26,72,6,75,True
32,30,480,Orin,30,72,6,75,True
28,30,480,Orin,24,72,6,75,True
33,30,480,Orin,32,72,6,75,True
29,30,480,Orin,28,72,6,75,True
33,30,480,Orin,31,72,6,75,True
31,30,480,Orin,31,72,6,75,True
32,30,480,Orin,25,72,6,75,True
31,30,480,Orin,29,72,6,75,True
34,30,480,Orin,30,72,6,75,False
29,30,480,Orin,28,72,6,75,True
34,30,480,Orin,24,72,6,75,False
29,30,480,Orin,28,72,6,75,True
34,30,480,Orin,31,72,6,75,False
29,30,480,Orin,32,72,6,75,True
34,30,480,Orin,45,72,7,75,False
30,30,480,Orin,50,72,7,75,True
34,30,480,Orin,25,72,6,75,False
28,30,480,Orin,32,72,6,75,True
29,30,480,Orin,31,72,6,75,True
34,30,480,Orin,23,72,6,75,False
30,30,480,Orin,35,72,6,75,True
33,30,480,Orin,29,72,6,75,True
29,30,480,Orin,34,72,6,75,True
33,30,480,Orin,26,72,6,75,True
29,30,480,Orin,29,72,6,75,True
35,30,480,Orin,28,72,6,75,False
29,30,480,Orin,28,72,6,75,True
36,30,480,Orin,31,72,6,75,False
29,30,480,Orin,37,72,6,75,True
34,30,480,Orin,31,72,6,75,False
31,30,480,Orin,35,72,6,75,True
33,30,480,Orin,27,72,6,75,True
29,30,480,Orin,33,72,6,75,True
34,30,480,Orin,25,72,6,75,False
29,30,480,Orin,25,72,6,75,True
35,30,480,Orin,32,72,6,75,False
28,30,480,Orin,30,72,6,75,True
34,30,480,Orin,25,72,6,75,False
30,30,480,Orin,28,72,6,75,True
33,30,480,Orin,29,72,6,75,True
29,30,480,Orin,22,72,6,75,True
35,30,480,Orin,27,72,6,75,False
31,30,480,Orin,30,72,6,75,True
33,30,480,Orin,33,72,6,75,True
30,30,480,Orin,30,72,6,75,True
34,30,480,Orin,28,72,6,75,False
30,30,480,Orin,37,72,6,75,True
34,30,480,Orin,29,72,6,75,False
29,30,480,Orin,24,72,6,75,True
36,30,480,Orin,25,72,6,75,False
30,30,480,Orin,34,72,6,75,True
32,30,480,Orin,27,72,6,75,True
31,30,480,Orin,35,72,6,75,True
34,30,480,Orin,26,72,6,75,False
29,30,480,Orin,30,72,6,75,True
35,30,480,Orin,30,72,6,75,False
30,30,480,Orin,35,72,6,75,True
34,30,480,Orin,28,72,6,75,False
29,30,480,Orin,20,72,6,75,True
33,30,480,Orin,32,72,6,75,True
29,30,480,Orin,28,72,6,75,True
34,30,480,Orin,26,72,6,75,False
29,30,480,Orin,20,72,6,75,True
33,30,480,Orin,29,72,6,75,True
30,30,480,Orin,30,72,6,75,True
34,30,480,Orin,25,72,6,75,False
29,30,480,Orin,32,72,6,75,True
33,30,480,Orin,29,72,6,75,True
30,30,480,Orin,26,72,6,75,True
33,30,480,Orin,31,72,6,75,True
29,30,480,Orin,30,72,6,75,True
35,30,480,Orin,30,72,6,75,False
30,30,480,Orin,24,72,6,75,True
33,30,480,Orin,27,72,6,75,True
32,30,480,Orin,31,72,6,75,True
33,30,480,Orin,31,72,6,75,True
28,30,480,Orin,30,72,6,75,True
34,30,480,Orin,25,72,6,75,False
30,30,480,Orin,29,72,6,75,True
35,30,480,Orin,28,72,6,75,False
33,30,480,Orin,29,72,6,75,True
34,30,480,Orin,25,72,6,75,False
30,30,480,Orin,33,72,6,75,True
35,30,480,Orin,23,72,6,75,False
30,30,480,Orin,34,72,6,75,True
34,30,480,Orin,27,72,6,75,False
29,30,480,Orin,28,72,6,75,True
35,30,480,Orin,30,72,6,75,False
30,30,480,Orin,25,72,6,75,True
36,30,480,Orin,33,72,6,75,False
31,30,480,Orin,32,72,6,75,True
33,30,480,Orin,25,72,6,75,True
30,30,480,Orin,29,72,6,75,True
36,30,480,Orin,29,72,6,75,False
29,30,480,Orin,30,72,6,75,True
35,30,480,Orin,28,72,6,75,False
30,30,480,Orin,26,72,6,75,True
35,30,480,Orin,26,72,6,75,False
29,30,480,Orin,33,72,6,75,True
34,30,480,Orin,29,72,6,75,False
30,30,480,Orin,29,72,6,75,True
33,30,480,Orin,32,72,6,75,True
29,30,480,Orin,26,72,6,75,True
35,30,480,Orin,28,72,6,75,False
30,30,480,Orin,20,72,6,75,True
34,30,480,Orin,30,72,6,75,False
30,30,480,Orin,33,72,6,75,True
33,30,480,Orin,21,72,6,75,True
29,30,480,Orin,33,72,6,75,True
33,30,480,Orin,26,72,6,75,True
31,30,480,Orin,24,72,6,75,True
34,30,480,Orin,30,72,6,75,False
30,30,480,Orin,29,72,6,75,True
34,30,480,Orin,34,72,6,75,False
30,30,480,Orin,32,72,6,75,True
34,30,480,Orin,33,72,6,75,False
29,30,480,Orin,30,72,6,75,True
34,30,480,Orin,23,72,6,75,False
34,30,480,Orin,34,72,6,75,False
33,30,480,Orin,27,72,6,75,True
29,30,480,Orin,33,72,6,75,True
34,30,480,Orin,25,72,6,75,False
30,30,480,Orin,32,72,6,75,True
35,30,480,Orin,28,72,6,75,False
30,30,480,Orin,34,72,6,75,True
34,30,480,Orin,33,72,6,75,False
31,30,480,Orin,30,72,6,75,True
36,30,480,Orin,29,72,6,75,False
30,30,480,Orin,30,72,6,75,True
33,30,480,Orin,25,72,6,75,True
31,30,480,Orin,33,72,6,75,True
35,30,480,Orin,33,72,6,75,False
30,30,480,Orin,29,72,6,75,True
35,30,480,Orin,36,72,6,75,False
31,30,480,Orin,36,72,6,75,True
34,30,480,Orin,30,72,6,75,False
29,30,480,Orin,32,72,6,75,True
34,30,480,Orin,28,72,6,75,False
30,30,480,Orin,30,72,6,75,True
34,30,480,Orin,26,72,6,75,False
30,30,480,Orin,29,72,6,75,True
36,30,480,Orin,30,72,6,75,False
29,30,480,Orin,30,72,6,75,True
35,30,480,Orin,31,72,6,75,False
30,30,480,Orin,35,72,6,75,True
35,30,480,Orin,25,72,6,75,False
28,30,480,Orin,26,72,6,75,True
33,30,480,Orin,31,72,6,75,True
29,30,480,Orin,26,72,6,75,True
35,30,480,Orin,25,72,6,75,False
31,30,480,Orin,30,72,6,75,True
35,30,480,Orin,35,72,6,75,False
30,30,480,Orin,32,72,6,75,True
35,30,480,Orin,27,72,6,75,False
31,30,480,Orin,32,72,6,75,True
34,30,480,Orin,33,72,6,75,False
32,30,480,Orin,35,72,6,75,True
35,30,480,Orin,26,72,6,75,False
29,30,480,Orin,28,72,6,75,True
33,30,480,Orin,24,72,6,75,True
31,30,480,Orin,33,72,6,75,True
34,30,480,Orin,25,72,6,75,False
30,30,480,Orin,30,72,6,75,True
35,30,480,Orin,25,72,6,75,False
31,30,480,Orin,32,72,6,75,True
36,30,480,Orin,27,72,6,75,False
31,30,480,Orin,30,72,6,75,True
36,30,480,Orin,29,72,6,75,False
33,30,480,Orin,37,72,6,75,True
34,30,480,Orin,22,72,6,75,False
35,30,480,Orin,27,72,6,75,False
30,30,480,Orin,29,72,6,75,True
35,30,480,Orin,25,72,6,75,False
31,30,480,Orin,29,72,6,75,True
35,30,480,Orin,20,72,6,75,False
29,30,480,Orin,17,72,6,75,True
37,30,480,Orin,26,72,6,75,False
31,30,480,Orin,24,72,6,75,True
33,30,480,Orin,26,72,6,75,True
31,30,480,Orin,24,72,6,75,True
30,35,480,Orin,57,72,7,80,False
34,35,480,Orin,22,72,6,80,False
30,35,480,Orin,30,72,6,80,False
33,35,480,Orin,32,72,6,80,False
29,35,480,Orin,28,72,6,80,False
35,35,480,Orin,30,72,6,80,False
30,35,480,Orin,26,72,6,80,False
32,35,480,Orin,25,72,6,80,False
32,35,480,Orin,33,72,6,80,False
35,35,480,Orin,27,72,6,80,False
30,35,480,Orin,32,72,6,80,False
35,35,480,Orin,25,72,6,80,False
29,35,480,Orin,33,72,6,80,False
34,35,480,Orin,28,72,6,80,False
30,35,480,Orin,29,72,6,80,False
35,35,480,Orin,34,72,6,80,False
30,35,480,Orin,28,72,6,80,False
34,35,480,Orin,27,72,6,80,False
28,35,480,Orin,30,72,6,80,True
35,35,480,Orin,27,72,6,80,False
29,35,480,Orin,29,72,6,80,False
32,35,480,Orin,32,72,6,80,False
29,35,480,Orin,29,72,6,80,False
35,35,480,Orin,34,72,6,80,False
29,35,480,Orin,32,72,6,80,False
34,35,480,Orin,28,72,6,80,False
28,35,480,Orin,26,72,6,80,True
37,35,480,Orin,24,72,6,80,False
29,35,480,Orin,30,72,6,80,False
34,35,480,Orin,28,72,6,80,False
31,35,480,Orin,35,72,6,80,False
35,35,480,Orin,30,72,6,80,False
29,35,480,Orin,35,72,6,80,False
37,35,480,Orin,25,72,6,80,False
28,35,480,Orin,29,72,6,80,True
33,35,480,Orin,28,72,6,80,False
28,35,480,Orin,29,72,6,80,True
34,35,480,Orin,35,72,6,80,False
30,35,480,Orin,29,72,6,80,False
35,35,480,Orin,32,72,6,80,False
29,35,480,Orin,45,72,7,80,False
