delta,isentropic,data_size,fig_size,device_type,cpu,memory,consumption,timestamp,gpu,cumm_net_delay
27,10,30,1,Laptop,6,38,19,2024-03-21 15:15:59.907293,0,35
27,10,30,1,Laptop,6,38,19,2024-03-21 15:16:00.182020,0,35
28,10,30,1,Laptop,6,38,19,2024-03-21 15:16:00.465601,0,36
28,10,30,10,Laptop,7,38,19,2024-03-21 15:16:00.749453,0,36
28,10,30,10,Laptop,7,38,19,2024-03-21 15:16:01.031526,0,36
40,10,30,10,Laptop,15,38,19,2024-03-21 15:16:01.435289,0,48
49,10,30,10,Laptop,20,38,20,2024-03-21 15:16:01.928351,0,57
49,10,30,10,Laptop,17,38,19,2024-03-21 15:16:02.425041,0,57
48,10,30,10,Laptop,13,38,19,2024-03-21 15:16:02.911978,0,56
36,10,30,10,Laptop,7,38,19,2024-03-21 15:16:03.276596,0,44
32,10,30,10,Laptop,6,38,19,2024-03-21 15:16:03.599589,0,40
30,10,30,10,Laptop,6,38,19,2024-03-21 15:16:03.901969,0,38
28,10,30,10,Laptop,7,38,19,2024-03-21 15:16:04.192428,0,36
29,10,30,20,Laptop,6,38,19,2024-03-21 15:16:04.483846,0,37
30,10,30,20,Laptop,6,38,19,2024-03-21 15:16:04.790108,0,38
29,10,30,20,Laptop,7,38,19,2024-03-21 15:16:05.084740,0,37
29,10,30,20,Laptop,6,38,19,2024-03-21 15:16:05.384922,0,37
49,10,30,20,Laptop,6,32,19,2024-03-21 15:16:05.884560,0,57
28,10,30,20,Laptop,8,32,19,2024-03-21 15:16:06.168876,0,36
28,10,30,20,Laptop,6,32,19,2024-03-21 15:16:06.451121,0,36
28,10,30,20,Laptop,7,32,19,2024-03-21 15:16:06.732006,0,36
28,10,30,20,Laptop,7,32,19,2024-03-21 15:16:07.013956,0,36
28,10,30,20,Laptop,7,32,19,2024-03-21 15:16:07.303468,0,36
31,10,30,50,Laptop,7,32,19,2024-03-21 15:16:07.620380,0,39
31,10,30,50,Laptop,7,32,19,2024-03-21 15:16:07.936069,0,39
32,10,30,50,Laptop,7,32,19,2024-03-21 15:16:08.257289,0,40
32,10,30,50,Laptop,7,33,19,2024-03-21 15:16:08.583748,0,40
42,10,30,50,Laptop,18,33,20,2024-03-21 15:16:09.009640,0,50
65,10,30,50,Laptop,21,33,20,2024-03-21 15:16:09.663333,0,73
69,10,30,50,Laptop,21,33,20,2024-03-21 15:16:10.354340,0,77
64,10,30,50,Laptop,19,34,20,2024-03-21 15:16:11.002058,0,72
47,10,30,50,Laptop,11,34,19,2024-03-21 15:16:11.482527,0,55
35,10,30,50,Laptop,6,34,19,2024-03-21 15:16:11.842079,0,43
39,10,30,80,Laptop,8,35,19,2024-03-21 15:16:12.234254,0,47
39,10,30,80,Laptop,7,35,19,2024-03-21 15:16:12.629271,0,47
38,10,30,80,Laptop,8,35,19,2024-03-21 15:16:13.019410,0,46
41,10,30,80,Laptop,7,35,19,2024-03-21 15:16:13.429954,0,49
39,10,30,80,Laptop,7,35,19,2024-03-21 15:16:13.829793,0,47
37,10,30,80,Laptop,6,36,19,2024-03-21 15:16:14.205088,0,45
38,10,30,80,Laptop,6,36,19,2024-03-21 15:16:14.586075,0,46
38,10,30,80,Laptop,6,36,19,2024-03-21 15:16:14.970872,0,46
36,10,30,80,Laptop,6,37,19,2024-03-21 15:16:15.340301,0,44
38,10,30,80,Laptop,6,37,19,2024-03-21 15:16:15.721533,0,46
19,50,5,1,Laptop,6,37,19,2024-03-21 15:16:15.982956,0,27
20,50,5,1,Laptop,6,37,19,2024-03-21 15:16:16.183716,0,28
19,50,5,1,Laptop,6,37,19,2024-03-21 15:16:16.381224,0,27
19,50,5,1,Laptop,6,37,19,2024-03-21 15:16:16.580037,0,27
19,50,5,1,Laptop,6,37,19,2024-03-21 15:16:16.780152,0,27
19,50,5,1,Laptop,6,37,19,2024-03-21 15:16:16.978310,0,27
19,50,5,1,Laptop,6,37,19,2024-03-21 15:16:17.177169,0,27
19,50,5,1,Laptop,6,37,19,2024-03-21 15:16:17.372734,0,27
19,50,5,1,Laptop,7,37,19,2024-03-21 15:16:17.567393,0,27
19,50,5,1,Laptop,6,37,19,2024-03-21 15:16:17.763566,0,27
19,50,5,10,Laptop,7,37,19,2024-03-21 15:16:17.960006,0,27
19,50,5,10,Laptop,6,37,19,2024-03-21 15:16:18.157747,0,27
19,50,5,10,Laptop,7,37,19,2024-03-21 15:16:18.356506,0,27
19,50,5,10,Laptop,6,37,19,2024-03-21 15:16:18.550523,0,27
37,50,5,10,Laptop,6,32,19,2024-03-21 15:16:18.930888,0,45
19,50,5,10,Laptop,7,32,19,2024-03-21 15:16:19.129838,0,27
19,50,5,10,Laptop,7,32,19,2024-03-21 15:16:19.326605,0,27
20,50,5,10,Laptop,7,32,19,2024-03-21 15:16:19.529854,0,28
20,50,5,10,Laptop,7,32,19,2024-03-21 15:16:19.736477,0,28
19,50,5,10,Laptop,6,32,19,2024-03-21 15:16:19.936033,0,27
20,50,5,20,Laptop,6,32,19,2024-03-21 15:16:20.137738,0,28
22,50,5,20,Laptop,15,32,19,2024-03-21 15:16:20.368313,0,30
32,50,5,20,Laptop,14,32,19,2024-03-21 15:16:20.692959,0,40
35,50,5,20,Laptop,20,32,20,2024-03-21 15:16:21.044795,0,43
32,50,5,20,Laptop,7,32,19,2024-03-21 15:16:21.368492,0,40
24,50,5,20,Laptop,6,32,19,2024-03-21 15:16:21.612802,0,32
21,50,5,20,Laptop,6,32,19,2024-03-21 15:16:21.832493,0,29
21,50,5,20,Laptop,6,32,19,2024-03-21 15:16:22.046153,0,29
22,50,5,20,Laptop,12,32,19,2024-03-21 15:16:22.271647,0,30
29,50,5,20,Laptop,15,32,19,2024-03-21 15:16:22.562590,0,37
29,50,5,50,Laptop,6,32,19,2024-03-21 15:16:22.861038,0,37
25,50,5,50,Laptop,7,33,19,2024-03-21 15:16:23.120457,0,33
24,50,5,50,Laptop,6,33,19,2024-03-21 15:16:23.368030,0,32
23,50,5,50,Laptop,6,33,19,2024-03-21 15:16:23.604258,0,31
23,50,5,50,Laptop,6,33,19,2024-03-21 15:16:23.835652,0,31
23,50,5,50,Laptop,6,33,19,2024-03-21 15:16:24.071102,0,31
23,50,5,50,Laptop,10,33,19,2024-03-21 15:16:24.309317,0,31
33,50,5,50,Laptop,16,34,19,2024-03-21 15:16:24.646897,0,41
31,50,5,50,Laptop,12,34,19,2024-03-21 15:16:24.967249,0,39
35,50,5,50,Laptop,12,34,19,2024-03-21 15:16:25.326983,0,43
43,50,5,80,Laptop,14,34,19,2024-03-21 15:16:25.763912,0,51
42,50,5,80,Laptop,15,35,19,2024-03-21 15:16:26.189875,0,50
42,50,5,80,Laptop,15,36,19,2024-03-21 15:16:26.611558,0,50
46,50,5,80,Laptop,15,36,19,2024-03-21 15:16:27.080408,0,54
45,50,5,80,Laptop,15,37,19,2024-03-21 15:16:27.538135,0,53
40,50,5,80,Laptop,7,37,19,2024-03-21 15:16:27.939190,0,48
35,50,5,80,Laptop,12,37,19,2024-03-21 15:16:28.292699,0,43
41,50,5,80,Laptop,11,38,19,2024-03-21 15:16:28.706429,0,49
35,50,5,80,Laptop,12,38,19,2024-03-21 15:16:29.064884,0,43
74,50,5,80,Laptop,41,38,21,2024-03-21 15:16:29.811271,0,82
42,50,10,1,Laptop,18,38,20,2024-03-21 15:16:30.236164,0,50
35,50,10,1,Laptop,18,38,20,2024-03-21 15:16:30.593187,0,43
30,50,10,1,Laptop,9,38,19,2024-03-21 15:16:30.901573,0,38
36,50,10,1,Laptop,18,38,20,2024-03-21 15:16:31.264454,0,44
68,50,10,1,Laptop,14,32,19,2024-03-21 15:16:31.954139,0,76
32,50,10,1,Laptop,12,32,19,2024-03-21 15:16:32.277382,0,40
26,50,10,1,Laptop,6,32,19,2024-03-21 15:16:32.542891,0,34
24,50,10,1,Laptop,7,32,19,2024-03-21 15:16:32.783794,0,32
23,50,10,1,Laptop,7,32,19,2024-03-21 15:16:33.015930,0,31
21,50,10,1,Laptop,6,32,19,2024-03-21 15:16:33.234871,0,29
22,50,10,10,Laptop,7,32,19,2024-03-21 15:16:33.459835,0,30
22,50,10,10,Laptop,6,32,19,2024-03-21 15:16:33.682987,0,30
22,50,10,10,Laptop,6,31,19,2024-03-21 15:16:33.906637,0,30
22,50,10,10,Laptop,6,31,19,2024-03-21 15:16:34.133199,0,30
22,50,10,10,Laptop,7,31,19,2024-03-21 15:16:34.355569,0,30
22,50,10,10,Laptop,6,31,19,2024-03-21 15:16:34.579311,0,30
22,50,10,10,Laptop,7,31,19,2024-03-21 15:16:34.800845,0,30
22,50,10,10,Laptop,8,31,19,2024-03-21 15:16:35.026056,0,30
22,50,10,10,Laptop,7,31,19,2024-03-21 15:16:35.247214,0,30
22,50,10,10,Laptop,7,31,19,2024-03-21 15:16:35.469546,0,30
21,50,10,20,Laptop,6,31,19,2024-03-21 15:16:35.685799,0,29
21,50,10,20,Laptop,6,31,19,2024-03-21 15:16:35.904082,0,29
21,50,10,20,Laptop,8,31,19,2024-03-21 15:16:36.123749,0,29
22,50,10,20,Laptop,10,31,19,2024-03-21 15:16:36.346088,0,30
23,50,10,20,Laptop,7,31,19,2024-03-21 15:16:36.577763,0,31
22,50,10,20,Laptop,6,31,19,2024-03-21 15:16:36.800806,0,30
22,50,10,20,Laptop,6,31,19,2024-03-21 15:16:37.024144,0,30
22,50,10,20,Laptop,6,31,19,2024-03-21 15:16:37.246141,0,30
22,50,10,20,Laptop,6,32,19,2024-03-21 15:16:37.472507,0,30
21,50,10,20,Laptop,6,32,19,2024-03-21 15:16:37.689564,0,29
26,50,10,50,Laptop,6,32,19,2024-03-21 15:16:37.959402,0,34
25,50,10,50,Laptop,7,32,19,2024-03-21 15:16:38.215008,0,33
26,50,10,50,Laptop,8,32,19,2024-03-21 15:16:38.478268,0,34
26,50,10,50,Laptop,7,32,19,2024-03-21 15:16:38.740576,0,34
25,50,10,50,Laptop,8,33,19,2024-03-21 15:16:38.998645,0,33
26,50,10,50,Laptop,8,33,19,2024-03-21 15:16:39.260013,0,34
26,50,10,50,Laptop,8,33,19,2024-03-21 15:16:39.525058,0,34
28,50,10,50,Laptop,17,34,19,2024-03-21 15:16:39.812943,0,36
32,50,10,50,Laptop,13,34,19,2024-03-21 15:16:40.140924,0,40
31,50,10,50,Laptop,11,34,19,2024-03-21 15:16:40.457597,0,39
42,50,10,80,Laptop,16,34,19,2024-03-21 15:16:40.886334,0,50
45,50,10,80,Laptop,16,34,19,2024-03-21 15:16:41.346411,0,53
41,50,10,80,Laptop,9,34,19,2024-03-21 15:16:41.761369,0,49
35,50,10,80,Laptop,11,35,19,2024-03-21 15:16:42.115479,0,43
66,50,10,80,Laptop,16,32,19,2024-03-21 15:16:42.777823,0,74
38,50,10,80,Laptop,8,33,19,2024-03-21 15:16:43.165110,0,46
35,50,10,80,Laptop,9,34,19,2024-03-21 15:16:43.519406,0,43
35,50,10,80,Laptop,10,34,19,2024-03-21 15:16:43.870941,0,43
35,50,10,80,Laptop,8,34,19,2024-03-21 15:16:44.228341,0,43
33,50,10,80,Laptop,13,35,19,2024-03-21 15:16:44.568854,0,41
33,50,20,1,Laptop,11,34,19,2024-03-21 15:16:44.901304,0,41
28,50,20,1,Laptop,6,34,19,2024-03-21 15:16:45.187492,0,36
26,50,20,1,Laptop,10,34,19,2024-03-21 15:16:45.457947,0,34
29,50,20,1,Laptop,9,34,19,2024-03-21 15:16:45.748588,0,37
26,50,20,1,Laptop,6,34,19,2024-03-21 15:16:46.015971,0,34
26,50,20,1,Laptop,7,33,19,2024-03-21 15:16:46.276886,0,34
25,50,20,1,Laptop,7,33,19,2024-03-21 15:16:46.535207,0,33
26,50,20,1,Laptop,8,33,19,2024-03-21 15:16:46.804452,0,34
25,50,20,1,Laptop,6,33,19,2024-03-21 15:16:47.064320,0,33
25,50,20,1,Laptop,7,33,19,2024-03-21 15:16:47.322152,0,33
25,50,20,10,Laptop,6,33,19,2024-03-21 15:16:47.577738,0,33
25,50,20,10,Laptop,6,33,19,2024-03-21 15:16:47.828837,0,33
24,50,20,10,Laptop,6,33,19,2024-03-21 15:16:48.075525,0,32
25,50,20,10,Laptop,6,33,19,2024-03-21 15:16:48.326171,0,33
27,50,20,10,Laptop,13,33,19,2024-03-21 15:16:48.597809,0,35
28,50,20,10,Laptop,10,33,19,2024-03-21 15:16:48.883228,0,36
28,50,20,10,Laptop,7,33,19,2024-03-21 15:16:49.167436,0,36
27,50,20,10,Laptop,7,33,19,2024-03-21 15:16:49.439128,0,35
26,50,20,10,Laptop,6,33,19,2024-03-21 15:16:49.702494,0,34
25,50,20,10,Laptop,6,33,19,2024-03-21 15:16:49.960353,0,33
25,50,20,20,Laptop,6,33,19,2024-03-21 15:16:50.214300,0,33
26,50,20,20,Laptop,7,33,19,2024-03-21 15:16:50.474970,0,34
25,50,20,20,Laptop,6,33,19,2024-03-21 15:16:50.727586,0,33
25,50,20,20,Laptop,6,33,19,2024-03-21 15:16:50.987370,0,33
25,50,20,20,Laptop,7,33,19,2024-03-21 15:16:51.246858,0,33
26,50,20,20,Laptop,6,34,19,2024-03-21 15:16:51.510418,0,34
26,50,20,20,Laptop,6,34,19,2024-03-21 15:16:51.773984,0,34
26,50,20,20,Laptop,6,34,19,2024-03-21 15:16:52.039938,0,34
26,50,20,20,Laptop,6,34,19,2024-03-21 15:16:52.303827,0,34
28,50,20,20,Laptop,12,34,19,2024-03-21 15:16:52.594239,0,36
30,50,20,50,Laptop,6,34,19,2024-03-21 15:16:52.902537,0,38
35,50,20,50,Laptop,14,34,19,2024-03-21 15:16:53.254678,0,43
32,50,20,50,Laptop,8,34,19,2024-03-21 15:16:53.584655,0,40
32,50,20,50,Laptop,14,35,19,2024-03-21 15:16:53.910377,0,40
35,50,20,50,Laptop,11,35,19,2024-03-21 15:16:54.261935,0,43
71,50,20,50,Laptop,22,32,20,2024-03-21 15:16:54.981893,0,79
47,50,20,50,Laptop,21,32,20,2024-03-21 15:16:55.462518,0,55
49,50,20,50,Laptop,27,32,20,2024-03-21 15:16:55.959755,0,57
50,50,20,50,Laptop,23,33,20,2024-03-21 15:16:56.468363,0,58
47,50,20,50,Laptop,19,33,20,2024-03-21 15:16:56.942832,0,55
58,50,20,80,Laptop,24,34,20,2024-03-21 15:16:57.527555,0,66
62,50,20,80,Laptop,20,34,20,2024-03-21 15:16:58.155928,0,70
47,50,20,80,Laptop,10,35,19,2024-03-21 15:16:58.627742,0,55
39,50,20,80,Laptop,6,35,19,2024-03-21 15:16:59.019650,0,47
34,50,20,80,Laptop,6,36,19,2024-03-21 15:16:59.366147,0,42
35,50,20,80,Laptop,10,36,19,2024-03-21 15:16:59.723608,0,43
36,50,20,80,Laptop,7,36,19,2024-03-21 15:17:00.088472,0,44
36,50,20,80,Laptop,8,36,19,2024-03-21 15:17:00.456360,0,44
35,50,20,80,Laptop,7,37,19,2024-03-21 15:17:00.807033,0,43
35,50,20,80,Laptop,8,37,19,2024-03-21 15:17:01.163973,0,43
30,50,30,1,Laptop,7,37,19,2024-03-21 15:17:01.469688,0,38
29,50,30,1,Laptop,7,37,19,2024-03-21 15:17:01.767676,0,37
32,50,30,1,Laptop,10,37,19,2024-03-21 15:17:02.089551,0,40
33,50,30,1,Laptop,13,37,19,2024-03-21 15:17:02.421810,0,41
36,50,30,1,Laptop,13,37,19,2024-03-21 15:17:02.791158,0,44
32,50,30,1,Laptop,6,37,19,2024-03-21 15:17:03.120471,0,40
31,50,30,1,Laptop,9,37,19,2024-03-21 15:17:03.434101,0,39
29,50,30,1,Laptop,6,37,19,2024-03-21 15:17:03.729974,0,37
29,50,30,1,Laptop,7,37,19,2024-03-21 15:17:04.020828,0,37
29,50,30,1,Laptop,8,37,19,2024-03-21 15:17:04.315244,0,37
29,50,30,10,Laptop,7,37,19,2024-03-21 15:17:04.606305,0,37
30,50,30,10,Laptop,8,37,19,2024-03-21 15:17:04.908470,0,38
29,50,30,10,Laptop,7,37,19,2024-03-21 15:17:05.205021,0,37
29,50,30,10,Laptop,8,37,19,2024-03-21 15:17:05.498233,0,37
30,50,30,10,Laptop,7,37,19,2024-03-21 15:17:05.803785,0,38
29,50,30,10,Laptop,7,37,19,2024-03-21 15:17:06.101111,0,37
30,50,30,10,Laptop,7,37,19,2024-03-21 15:17:06.409879,0,38
30,50,30,10,Laptop,7,37,19,2024-03-21 15:17:06.720351,0,38
30,50,30,10,Laptop,8,37,19,2024-03-21 15:17:07.027057,0,38
30,50,30,10,Laptop,7,37,19,2024-03-21 15:17:07.329058,0,38
28,50,30,20,Laptop,6,37,19,2024-03-21 15:17:07.619161,0,36
29,50,30,20,Laptop,6,37,19,2024-03-21 15:17:07.912438,0,37
31,50,30,20,Laptop,10,37,19,2024-03-21 15:17:08.223982,0,39
32,50,30,20,Laptop,11,37,19,2024-03-21 15:17:08.549438,0,40
31,50,30,20,Laptop,7,37,19,2024-03-21 15:17:08.866637,0,39
33,50,30,20,Laptop,8,37,19,2024-03-21 15:17:09.198004,0,41
30,50,30,20,Laptop,7,37,19,2024-03-21 15:17:09.506301,0,38
30,50,30,20,Laptop,6,37,19,2024-03-21 15:17:09.815234,0,38
56,50,30,20,Laptop,11,33,19,2024-03-21 15:17:10.381889,0,64
30,50,30,20,Laptop,8,33,19,2024-03-21 15:17:10.691994,0,38
33,50,30,50,Laptop,7,33,19,2024-03-21 15:17:11.026175,0,41
34,50,30,50,Laptop,10,33,19,2024-03-21 15:17:11.370734,0,42
34,50,30,50,Laptop,7,34,19,2024-03-21 15:17:11.713269,0,42
34,50,30,50,Laptop,8,34,19,2024-03-21 15:17:12.053891,0,42
36,50,30,50,Laptop,12,34,19,2024-03-21 15:17:12.414572,0,44
39,50,30,50,Laptop,11,34,19,2024-03-21 15:17:12.810586,0,47
37,50,30,50,Laptop,7,34,19,2024-03-21 15:17:13.186329,0,45
36,50,30,50,Laptop,10,35,19,2024-03-21 15:17:13.556236,0,44
36,50,30,50,Laptop,7,35,19,2024-03-21 15:17:13.919970,0,44
39,50,30,50,Laptop,15,35,19,2024-03-21 15:17:14.317546,0,47
59,50,30,80,Laptop,28,36,20,2024-03-21 15:17:14.916676,0,67
95,50,30,80,Laptop,38,37,21,2024-03-21 15:17:15.869961,0,103
106,50,30,80,Laptop,29,37,20,2024-03-21 15:17:16.932527,0,114
61,50,30,80,Laptop,13,38,19,2024-03-21 15:17:17.545464,0,69
54,50,30,80,Laptop,13,39,19,2024-03-21 15:17:18.095555,0,62
48,50,30,80,Laptop,11,39,19,2024-03-21 15:17:18.585116,0,56
42,50,30,80,Laptop,8,40,19,2024-03-21 15:17:19.015673,0,50
40,50,30,80,Laptop,7,40,19,2024-03-21 15:17:19.419665,0,48
42,50,30,80,Laptop,11,40,19,2024-03-21 15:17:19.847164,0,50
42,50,30,80,Laptop,12,40,19,2024-03-21 15:17:20.272812,0,50
22,100,5,1,Laptop,8,40,19,2024-03-21 15:17:20.594483,0,30
22,100,5,1,Laptop,9,40,19,2024-03-21 15:17:20.820010,0,30
22,100,5,1,Laptop,10,40,19,2024-03-21 15:17:21.042986,0,30
21,100,5,1,Laptop,7,40,19,2024-03-21 15:17:21.259166,0,29
22,100,5,1,Laptop,11,40,19,2024-03-21 15:17:21.486672,0,30
23,100,5,1,Laptop,10,40,19,2024-03-21 15:17:21.722534,0,31
23,100,5,1,Laptop,11,40,19,2024-03-21 15:17:21.955765,0,31
23,100,5,1,Laptop,11,40,19,2024-03-21 15:17:22.186531,0,31
22,100,5,1,Laptop,9,40,19,2024-03-21 15:17:22.411876,0,30
23,100,5,1,Laptop,9,40,19,2024-03-21 15:17:22.644325,0,31
22,100,5,10,Laptop,8,40,19,2024-03-21 15:17:22.872500,0,30
22,100,5,10,Laptop,6,40,19,2024-03-21 15:17:23.100391,0,30
22,100,5,10,Laptop,7,40,19,2024-03-21 15:17:23.323090,0,30
21,100,5,10,Laptop,6,40,19,2024-03-21 15:17:23.541365,0,29
20,100,5,10,Laptop,7,40,19,2024-03-21 15:17:23.750786,0,28
20,100,5,10,Laptop,7,40,19,2024-03-21 15:17:23.957720,0,28
20,100,5,10,Laptop,6,40,19,2024-03-21 15:17:24.163452,0,28
41,100,5,10,Laptop,7,33,19,2024-03-21 15:17:24.574380,0,49
21,100,5,10,Laptop,8,33,19,2024-03-21 15:17:24.786588,0,29
21,100,5,10,Laptop,8,33,19,2024-03-21 15:17:25.005180,0,29
22,100,5,20,Laptop,8,33,19,2024-03-21 15:17:25.227820,0,30
23,100,5,20,Laptop,8,33,19,2024-03-21 15:17:25.464584,0,31
20,100,5,20,Laptop,6,33,19,2024-03-21 15:17:25.672944,0,28
21,100,5,20,Laptop,6,33,19,2024-03-21 15:17:25.883485,0,29
21,100,5,20,Laptop,7,33,19,2024-03-21 15:17:26.100795,0,29
21,100,5,20,Laptop,7,33,19,2024-03-21 15:17:26.311564,0,29
21,100,5,20,Laptop,7,33,19,2024-03-21 15:17:26.522692,0,29
21,100,5,20,Laptop,6,33,19,2024-03-21 15:17:26.733905,0,29
21,100,5,20,Laptop,10,33,19,2024-03-21 15:17:26.950381,0,29
21,100,5,20,Laptop,7,33,19,2024-03-21 15:17:27.169339,0,29
25,100,5,50,Laptop,10,34,19,2024-03-21 15:17:27.425188,0,33
27,100,5,50,Laptop,7,34,19,2024-03-21 15:17:27.698195,0,35
26,100,5,50,Laptop,13,34,19,2024-03-21 15:17:27.968405,0,34
32,100,5,50,Laptop,18,34,20,2024-03-21 15:17:28.291494,0,40
30,100,5,50,Laptop,9,35,19,2024-03-21 15:17:28.598543,0,38
29,100,5,50,Laptop,7,35,19,2024-03-21 15:17:28.891026,0,37
26,100,5,50,Laptop,7,35,19,2024-03-21 15:17:29.158907,0,34
26,100,5,50,Laptop,6,35,19,2024-03-21 15:17:29.424637,0,34
25,100,5,50,Laptop,8,35,19,2024-03-21 15:17:29.685046,0,33
27,100,5,50,Laptop,12,35,19,2024-03-21 15:17:29.961375,0,35
39,100,5,80,Laptop,18,36,20,2024-03-21 15:17:30.354624,0,47
59,100,5,80,Laptop,50,36,22,2024-03-21 15:17:30.953977,0,67
84,100,5,80,Laptop,44,37,21,2024-03-21 15:17:31.797741,0,92
57,100,5,80,Laptop,23,37,20,2024-03-21 15:17:32.378260,0,65
56,100,5,80,Laptop,21,37,20,2024-03-21 15:17:32.941425,0,64
40,100,5,80,Laptop,7,38,19,2024-03-21 15:17:33.346532,0,48
34,100,5,80,Laptop,6,38,19,2024-03-21 15:17:33.695714,0,42
31,100,5,80,Laptop,6,39,19,2024-03-21 15:17:34.010961,0,39
30,100,5,80,Laptop,6,39,19,2024-03-21 15:17:34.312138,0,38
30,100,5,80,Laptop,6,39,19,2024-03-21 15:17:34.619548,0,38
22,100,10,1,Laptop,7,39,19,2024-03-21 15:17:34.841611,0,30
21,100,10,1,Laptop,6,39,19,2024-03-21 15:17:35.060581,0,29
21,100,10,1,Laptop,7,39,19,2024-03-21 15:17:35.276894,0,29
21,100,10,1,Laptop,6,39,19,2024-03-21 15:17:35.490055,0,29
22,100,10,1,Laptop,7,39,19,2024-03-21 15:17:35.711868,0,30
22,100,10,1,Laptop,7,39,19,2024-03-21 15:17:35.934724,0,30
21,100,10,1,Laptop,6,39,19,2024-03-21 15:17:36.150118,0,29
22,100,10,1,Laptop,7,39,19,2024-03-21 15:17:36.371898,0,30
22,100,10,1,Laptop,7,39,19,2024-03-21 15:17:36.598436,0,30
22,100,10,1,Laptop,7,39,19,2024-03-21 15:17:36.822891,0,30
22,100,10,10,Laptop,6,39,19,2024-03-21 15:17:37.047149,0,30
22,100,10,10,Laptop,6,39,19,2024-03-21 15:17:37.269133,0,30
40,100,10,10,Laptop,6,34,19,2024-03-21 15:17:37.673163,0,48
21,100,10,10,Laptop,6,34,19,2024-03-21 15:17:37.893155,0,29
22,100,10,10,Laptop,7,34,19,2024-03-21 15:17:38.117756,0,30
22,100,10,10,Laptop,6,34,19,2024-03-21 15:17:38.339113,0,30
21,100,10,10,Laptop,6,34,19,2024-03-21 15:17:38.558420,0,29
21,100,10,10,Laptop,6,34,19,2024-03-21 15:17:38.774698,0,29
21,100,10,10,Laptop,6,34,19,2024-03-21 15:17:38.988609,0,29
21,100,10,10,Laptop,7,34,19,2024-03-21 15:17:39.204615,0,29
21,100,10,20,Laptop,6,34,19,2024-03-21 15:17:39.420893,0,29
21,100,10,20,Laptop,6,34,19,2024-03-21 15:17:39.636423,0,29
21,100,10,20,Laptop,6,34,19,2024-03-21 15:17:39.853733,0,29
21,100,10,20,Laptop,7,34,19,2024-03-21 15:17:40.069253,0,29
21,100,10,20,Laptop,6,34,19,2024-03-21 15:17:40.285620,0,29
22,100,10,20,Laptop,7,34,19,2024-03-21 15:17:40.509242,0,30
21,100,10,20,Laptop,6,34,19,2024-03-21 15:17:40.729563,0,29
21,100,10,20,Laptop,6,34,19,2024-03-21 15:17:40.946481,0,29
22,100,10,20,Laptop,7,34,19,2024-03-21 15:17:41.169688,0,30
21,100,10,20,Laptop,6,34,19,2024-03-21 15:17:41.384494,0,29
25,100,10,50,Laptop,6,34,19,2024-03-21 15:17:41.638976,0,33
25,100,10,50,Laptop,6,34,19,2024-03-21 15:17:41.893060,0,33
24,100,10,50,Laptop,6,35,19,2024-03-21 15:17:42.143259,0,32
25,100,10,50,Laptop,7,34,19,2024-03-21 15:17:42.401584,0,33
30,100,10,50,Laptop,14,35,19,2024-03-21 15:17:42.704104,0,38
31,100,10,50,Laptop,7,35,19,2024-03-21 15:17:43.021348,0,39
28,100,10,50,Laptop,6,35,19,2024-03-21 15:17:43.303619,0,36
26,100,10,50,Laptop,6,35,19,2024-03-21 15:17:43.565314,0,34
24,100,10,50,Laptop,6,36,19,2024-03-21 15:17:43.814536,0,32
25,100,10,50,Laptop,6,36,19,2024-03-21 15:17:44.068188,0,33
29,100,10,80,Laptop,6,36,19,2024-03-21 15:17:44.367729,0,37
30,100,10,80,Laptop,6,36,19,2024-03-21 15:17:44.677474,0,38
30,100,10,80,Laptop,6,36,19,2024-03-21 15:17:44.985746,0,38
29,100,10,80,Laptop,6,37,19,2024-03-21 15:17:45.279036,0,37
30,100,10,80,Laptop,6,37,19,2024-03-21 15:17:45.586743,0,38
30,100,10,80,Laptop,6,37,19,2024-03-21 15:17:45.890197,0,38
29,100,10,80,Laptop,6,38,19,2024-03-21 15:17:46.185270,0,37
31,100,10,80,Laptop,6,38,19,2024-03-21 15:17:46.498717,0,39
29,100,10,80,Laptop,6,39,19,2024-03-21 15:17:46.798508,0,37
29,100,10,80,Laptop,6,39,19,2024-03-21 15:17:47.091500,0,37
26,100,20,1,Laptop,7,39,19,2024-03-21 15:17:47.353987,0,34
25,100,20,1,Laptop,6,39,19,2024-03-21 15:17:47.613028,0,33
43,100,20,1,Laptop,6,34,19,2024-03-21 15:17:48.043911,0,51
25,100,20,1,Laptop,7,34,19,2024-03-21 15:17:48.295679,0,33
24,100,20,1,Laptop,6,34,19,2024-03-21 15:17:48.544543,0,32
24,100,20,1,Laptop,7,34,19,2024-03-21 15:17:48.790785,0,32
24,100,20,1,Laptop,6,34,19,2024-03-21 15:17:49.038872,0,32
24,100,20,1,Laptop,6,34,19,2024-03-21 15:17:49.285446,0,32
24,100,20,1,Laptop,6,34,19,2024-03-21 15:17:49.533763,0,32
24,100,20,1,Laptop,6,34,19,2024-03-21 15:17:49.782669,0,32
24,100,20,10,Laptop,6,34,19,2024-03-21 15:17:50.030535,0,32
24,100,20,10,Laptop,7,34,19,2024-03-21 15:17:50.276056,0,32
24,100,20,10,Laptop,6,34,19,2024-03-21 15:17:50.522619,0,32
25,100,20,10,Laptop,9,34,19,2024-03-21 15:17:50.777114,0,33
